uid,institution,institution_short,sector,country,iso3,region,n_authors_here,year,primary_domain,is_singapore
doi:10.1016/j.celrep.2025.116098,"Agency for Science, Technology and Research",A*STAR,research_institute,Singapore,SGP,Southeast Asia,1,2025,vector_borne,1
doi:10.3390/ijms262411784,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,1,2025,sti,1
doi:10.1186/s12889-025-25357-6,Mahidol University,Mahidol,university,Thailand,THA,Southeast Asia,2,2025,sti,0
doi:10.1186/s12889-025-25357-6,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2025,sti,1
doi:10.3390/pathogens14030285,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,3,2025,vector_borne,1
doi:10.3390/pathogens14030285,University of Melbourne,Melbourne,university,Australia,AUS,Oceania,1,2025,vector_borne,0
doi:10.1186/s12889-025-24934-z,Duke-NUS Medical School,Duke-NUS,university,Singapore,SGP,Southeast Asia,2,2025,tb,1
doi:10.1128/spectrum.02725-25,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,12,2025,other_id,1
doi:10.1128/spectrum.02725-25,Singapore Food Agency,SFA,government,Singapore,SGP,Southeast Asia,3,2025,other_id,1
doi:10.1128/spectrum.02725-25,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,1,2025,other_id,1
doi:10.1128/spectrum.02725-25,KK Women's and Children's Hospital,KKH,hospital,Singapore,SGP,Southeast Asia,2,2025,other_id,1
doi:10.1128/spectrum.02725-25,Singapore General Hospital,SGH,hospital,Singapore,SGP,Southeast Asia,2,2025,other_id,1
doi:10.1128/spectrum.02725-25,National University Hospital,NUH,hospital,Singapore,SGP,Southeast Asia,1,2025,other_id,1
doi:10.1128/spectrum.02725-25,Changi General Hospital,CGH,hospital,Singapore,SGP,Southeast Asia,1,2025,other_id,1
doi:10.1016/j.jhin.2025.11.043,Singapore General Hospital,SGH,hospital,Singapore,SGP,Southeast Asia,16,2025,amr_hai,1
doi:10.1016/s1473-3099(25)00151-3,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,5,2025,tb,1
doi:10.1016/s1473-3099(25)00151-3,London School of Hygiene & Tropical Medicine,LSHTM,university,United Kingdom,GBR,Europe,1,2025,tb,0
doi:10.1016/s1473-3099(25)00151-3,National University Hospital,NUH,hospital,Singapore,SGP,Southeast Asia,2,2025,tb,1
doi:10.1136/bmjresp-2025-003777,Harvard University,Harvard,university,United States,USA,North America,5,2025,tb,0
doi:10.1136/bmjresp-2025-003777,London School of Hygiene & Tropical Medicine,LSHTM,university,United Kingdom,GBR,Europe,2,2025,tb,0
doi:10.1101/2025.08.20.25334077,Harvard University,Harvard,university,United States,USA,North America,6,2025,tb,0
doi:10.1101/2025.08.20.25334077,London School of Hygiene & Tropical Medicine,LSHTM,university,United Kingdom,GBR,Europe,3,2025,tb,0
doi:10.1073/pnas.2421573122,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2025,vector_borne,1
doi:10.1073/pnas.2421573122,A*STAR Infectious Diseases Labs,ID Labs,research_institute,Singapore,SGP,Southeast Asia,1,2025,vector_borne,1
doi:10.1038/s41467-025-66413-4,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,10,2025,amr_hai,1
doi:10.1038/s41467-025-66413-4,Oxford University Clinical Research Unit,OUCRU,research_institute,Viet Nam,VNM,Southeast Asia,2,2025,amr_hai,0
doi:10.1007/s00408-024-00779-y,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,3,2025,tb,1
doi:10.1007/s00408-024-00779-y,National University Hospital,NUH,hospital,Singapore,SGP,Southeast Asia,2,2025,tb,1
doi:10.1016/j.idc.2025.11.009,National University Health System,NUHS,hospital,Singapore,SGP,Southeast Asia,4,2025,amr_hai,1
doi:10.1016/j.idc.2025.11.009,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,2,2025,amr_hai,1
doi:10.1016/j.idc.2025.11.009,Mahidol University,Mahidol,university,Thailand,THA,Southeast Asia,1,2025,amr_hai,0
doi:10.1016/j.idc.2025.11.005,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2025,amr_hai,1
doi:10.1016/j.idc.2025.11.003,National University Health System,NUHS,hospital,Singapore,SGP,Southeast Asia,2,2025,amr_hai,1
doi:10.1016/j.idc.2025.11.003,Communicable Diseases Agency,CDA,government,Singapore,SGP,Southeast Asia,2,2025,amr_hai,1
doi:10.1016/j.idc.2025.11.003,National Centre for Infectious Diseases,NCID,hospital,Singapore,SGP,Southeast Asia,1,2025,amr_hai,1
doi:10.1016/j.idc.2025.11.003,Tan Tock Seng Hospital,TTSH,hospital,Singapore,SGP,Southeast Asia,1,2025,amr_hai,1
doi:10.1016/j.idc.2025.11.003,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2025,amr_hai,1
doi:10.1016/j.idc.2025.11.003,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,1,2025,amr_hai,1
doi:10.1186/s12964-025-02588-z,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,10,2025,vector_borne,1
doi:10.1016/j.ajic.2025.10.025,Singapore General Hospital,SGH,hospital,Singapore,SGP,Southeast Asia,14,2025,amr_hai,1
doi:10.1002/jia2.70052,University of Hong Kong,HKU,university,Hong Kong SAR,HKG,East Asia,8,2025,sti,0
doi:10.1002/jia2.70052,National University Hospital,NUH,hospital,Taiwan,TWN,East Asia,2,2025,sti,0
doi:10.1002/jia2.70052,University of Malaya,UM,university,Malaysia,MYS,Southeast Asia,3,2025,sti,0
doi:10.1002/jia2.70052,National Centre for Infectious Diseases,NCID,hospital,Singapore,SGP,Southeast Asia,1,2025,sti,1
doi:10.1038/s41467-025-66411-6,London School of Hygiene & Tropical Medicine,LSHTM,university,United Kingdom,GBR,Europe,4,2025,vector_borne,0
doi:10.1038/s41467-025-66411-6,University of Cambridge,Cambridge,university,United Kingdom,GBR,Europe,1,2025,vector_borne,0
doi:10.1038/s41467-025-66411-6,National Environment Agency,NEA,government,Singapore,SGP,Southeast Asia,3,2025,vector_borne,1
doi:10.1038/s41467-025-66411-6,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,3,2025,vector_borne,1
doi:10.1038/s41467-025-66411-6,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,1,2025,vector_borne,1
doi:10.1016/j.arbres.2025.09.017,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,4,2025,tb,1
doi:10.1016/j.arbres.2025.09.017,National University Hospital,NUH,hospital,Singapore,SGP,Southeast Asia,1,2025,tb,1
doi:10.1038/s41591-025-04041-7,London School of Hygiene & Tropical Medicine,LSHTM,university,United Kingdom,GBR,Europe,2,2025,sti,0
doi:10.1038/s41591-025-04041-7,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2025,sti,1
doi:10.7759/cureus.100362,Tan Tock Seng Hospital,TTSH,hospital,Singapore,SGP,Southeast Asia,3,2025,tb,1
doi:10.1016/s2213-2600(25)00194-8,Harvard University,Harvard,university,United States,USA,North America,2,2025,tb,0
doi:10.3389/fmicb.2025.1711400,Environmental Health Institute,EHI,government,Singapore,SGP,Southeast Asia,1,2025,amr_hai,1
doi:10.1073/pnas.2502522122,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,16,2025,vector_borne,1
doi:10.1021/acs.analchem.5c05609,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,3,2025,amr_hai,1
doi:10.1186/s12916-025-03941-2,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,2,2025,vector_borne,1
doi:10.1186/s12916-025-03941-2,Environmental Health Institute,EHI,government,Singapore,SGP,Southeast Asia,14,2025,vector_borne,1
doi:10.1186/s12916-025-03941-2,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,4,2025,vector_borne,1
doi:10.1101/2025.10.26.684512,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,9,2025,other_id,1
doi:10.1101/2025.10.26.684512,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,2,2025,other_id,1
doi:10.1101/2025.10.26.684512,A*STAR Infectious Diseases Labs,ID Labs,research_institute,Singapore,SGP,Southeast Asia,3,2025,other_id,1
doi:10.1101/2025.10.26.684512,National Centre for Infectious Diseases,NCID,hospital,Singapore,SGP,Southeast Asia,1,2025,other_id,1
doi:10.1002/pro.5142,Bioinformatics Institute,BII,research_institute,Singapore,SGP,Southeast Asia,1,2024,vector_borne,1
doi:10.1186/s12915-024-02070-1,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,3,2024,vector_borne,1
doi:10.1186/s12915-024-02070-1,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,2,2024,vector_borne,1
doi:10.1183/16000617.0208-2023,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2024,tb,1
doi:10.1016/j.ijid.2024.107768,National Centre for Infectious Diseases,NCID,hospital,Singapore,SGP,Southeast Asia,5,2024,tb,1
doi:10.1016/j.ijid.2024.107768,Tan Tock Seng Hospital,TTSH,hospital,Singapore,SGP,Southeast Asia,4,2024,tb,1
doi:10.1016/j.ijid.2024.107768,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,1,2024,tb,1
doi:10.1038/s41467-024-48077-8,London School of Hygiene & Tropical Medicine,LSHTM,university,United Kingdom,GBR,Europe,1,2024,tb,0
doi:10.1038/s41467-024-48077-8,Harvard University,Harvard,university,United States,USA,North America,2,2024,tb,0
doi:10.47102/annals-acadmedsg.2023391,National Centre for Infectious Diseases,NCID,hospital,Singapore,SGP,Southeast Asia,2,2024,tb,1
doi:10.47102/annals-acadmedsg.2023391,National University Hospital,NUH,hospital,Singapore,SGP,Southeast Asia,6,2024,tb,1
doi:10.47102/annals-acadmedsg.2023391,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,15,2024,tb,1
doi:10.47102/annals-acadmedsg.2023391,Singapore General Hospital,SGH,hospital,Singapore,SGP,Southeast Asia,4,2024,tb,1
doi:10.47102/annals-acadmedsg.2023391,Changi General Hospital,CGH,hospital,Singapore,SGP,Southeast Asia,2,2024,tb,1
doi:10.47102/annals-acadmedsg.2023391,Tan Tock Seng Hospital,TTSH,hospital,Singapore,SGP,Southeast Asia,2,2024,tb,1
doi:10.47102/annals-acadmedsg.2023391,SingHealth,SingHealth,hospital,Singapore,SGP,Southeast Asia,1,2024,tb,1
doi:10.47102/annals-acadmedsg.2023391,KK Women's and Children's Hospital,KKH,hospital,Singapore,SGP,Southeast Asia,1,2024,tb,1
doi:10.1038/s41467-024-54419-3,National University Hospital,NUH,hospital,Singapore,SGP,Southeast Asia,3,2024,tb,1
doi:10.1038/s41467-024-54419-3,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,3,2024,tb,1
doi:10.1038/s41467-024-54419-3,London School of Hygiene & Tropical Medicine,LSHTM,university,United Kingdom,GBR,Europe,1,2024,tb,0
doi:10.1007/s12104-024-10208-z,Experimental Drug Development Centre,EDDC,research_institute,Singapore,SGP,Southeast Asia,3,2024,vector_borne,1
doi:10.1007/s12104-024-10208-z,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,2,2024,vector_borne,1
doi:10.1007/s12104-024-10208-z,National Centre for Infectious Diseases,NCID,hospital,Singapore,SGP,Southeast Asia,1,2024,vector_borne,1
doi:10.1186/s12874-024-02291-6,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,3,2024,vector_borne,1
doi:10.1186/s12874-024-02291-6,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,2,2024,vector_borne,1
doi:10.1186/s12874-024-02291-6,National Environment Agency,NEA,government,Singapore,SGP,Southeast Asia,1,2024,vector_borne,1
doi:10.1186/s12874-024-02291-6,University of Melbourne,Melbourne,university,Australia,AUS,Oceania,1,2024,vector_borne,0
doi:10.1016/s2542-5196(24)00169-4,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,3,2024,vector_borne,1
doi:10.1016/s2542-5196(24)00169-4,Environmental Health Institute,EHI,government,Singapore,SGP,Southeast Asia,10,2024,vector_borne,1
doi:10.1016/s2542-5196(24)00169-4,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,2,2024,vector_borne,1
doi:10.1186/s12879-024-10027-6,Duke-NUS Medical School,Duke-NUS,university,Singapore,SGP,Southeast Asia,2,2024,tb,1
doi:10.1016/j.cell.2024.10.028,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,14,2024,vector_borne,1
doi:10.1016/j.cell.2024.10.028,Singapore Immunology Network,SIgN,research_institute,Singapore,SGP,Southeast Asia,5,2024,vector_borne,1
doi:10.1016/j.cell.2024.10.028,National Skin Centre,NSC,hospital,Singapore,SGP,Southeast Asia,2,2024,vector_borne,1
doi:10.1016/j.cell.2024.10.028,SingHealth,SingHealth,hospital,Singapore,SGP,Southeast Asia,2,2024,vector_borne,1
doi:10.1016/j.ijid.2024.107221,London School of Hygiene & Tropical Medicine,LSHTM,university,United Kingdom,GBR,Europe,1,2024,tb,0
doi:10.1016/s2666-5247(24)00149-6,SingHealth,SingHealth,hospital,Singapore,SGP,Southeast Asia,1,2024,tb,1
doi:10.1016/j.ebiom.2024.105456,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,2,2024,vector_borne,1
doi:10.1016/j.ebiom.2024.105456,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,3,2024,vector_borne,1
doi:10.1016/j.ebiom.2024.105456,University of Melbourne,Melbourne,university,Australia,AUS,Oceania,1,2024,vector_borne,0
doi:10.1093/jtm/taae103,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,2,2024,vector_borne,1
doi:10.1093/jtm/taae103,Environmental Health Institute,EHI,government,Singapore,SGP,Southeast Asia,14,2024,vector_borne,1
doi:10.1093/jtm/taae103,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,4,2024,vector_borne,1
doi:10.1093/infdis/jiae104,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,12,2024,tb,1
doi:10.1093/infdis/jiae104,London School of Hygiene & Tropical Medicine,LSHTM,university,United Kingdom,GBR,Europe,2,2024,tb,0
doi:10.1093/infdis/jiae104,University of Malaya,UM,university,Malaysia,MYS,Southeast Asia,1,2024,tb,0
doi:10.1093/infdis/jiae104,GlaxoSmithKline,GSK,industry,United Kingdom,GBR,Europe,1,2024,tb,0
doi:10.1038/s42003-024-06822-1,Universitas Indonesia,UI,university,Indonesia,IDN,Southeast Asia,2,2024,tb,0
doi:10.1038/s42003-024-06822-1,Tan Tock Seng Hospital,TTSH,hospital,Singapore,SGP,Southeast Asia,1,2024,tb,1
doi:10.1038/s42003-024-06822-1,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,1,2024,tb,1
doi:10.1038/s42003-024-06822-1,Duke-NUS Medical School,Duke-NUS,university,Singapore,SGP,Southeast Asia,1,2024,tb,1
